fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
f615a49f-5596-4e50-9f24-6a39e8f6eaec,grape_varieties,england,"== Cultivation ==
Bacchus does particularly well in the UK climate and is now considered the 'poster grape' for the UK wine industry.",True,False,0.25,Which grape variety is considered the 'poster grape' for the UK wine industry?,Bacchus,"While Bacchus is a known white grape variety, the specific claim that it is the 'poster grape' for UK wine is a niche, industry-specific designation that would not be reliably known by most LLMs without explicit training on recent UK wine industry terminology.",1741,292,135,
f78653ea-a17a-433e-9ee4-a51faa26f639,grape_varieties,usa,Upper Lake Valley AVA permits the Muscat grape variety.,True,False,0.15,Which grape varieties are permitted in the Upper Lake Valley AVA?,Muscat,"Upper Lake Valley AVA is a niche, lesser-known wine region, and specific permitted grape varieties for obscure AVAs are regulatory minutiae unlikely to be reliably known by general LLMs without specialized wine law training.",1843,274,121,
f8212cf7-3b88-4f8d-a81c-2f13e2a2558f,winemaking,germany,"== Winemaking practices ==
Chaptalization is allowed only up to the QbA level, not for Prädikatswein and all wines must be fermented dry if chaptalised.",True,False,0.15,"Under German wine law, at which quality level is chaptalization prohibited?",Prädikatswein (and all chaptalised wines must be fermented dry),"This is a specific regulatory detail about German wine classification that requires knowledge of the QbA/Prädikatswein distinction and their respective rules, which is niche regulatory minutiae unlikely to be reliably known by most LLMs without specialized training on German wine law.",1924,305,148,
f7fbbc28-1f83-4369-9813-662456d92700,winemaking,austria,"Bouvier (grape) was grown on 365 hectares (900 acres) as of 1999, Bouvier is used primarily for Sturm—a seasonally produced semi-fermented grape must—and young-bottled wines.",True,False,0.15,What is Bouvier grape primarily used for?,Sturm (a seasonally produced semi-fermented grape must) and young-bottled wines,"While Sturm is a known Austrian/German wine style, the specific primary use of the Bouvier grape variety for this purpose is niche knowledge unlikely to be reliably in general LLM training data without exposure to this exact fact.",2331,315,139,
f84d4923-313e-46f4-af14-36e532fe11ae,viticulture,italy,Valpolicella soils of the region range from morainic gravel near Lake Garda to more dolomite residual gravel with alluvial deposits in the fertile central plains.,True,False,0.15,What types of soil composition are found in the Valpolicella wine region?,Morainic gravel near Lake Garda and dolomite residual gravel with alluvial deposits in the central plains,"While a strong LLM might know Valpolicella is in Italy near Lake Garda, the specific soil composition details (morainic gravel types, dolomite residual gravel distribution) are technical terroir minutiae unlikely to be reliably recalled without the source material.",2168,303,164,
f8f24805-485a-4b79-ae57-849c44c738ea,viticulture,usa,"White Bluffs is an American Viticultural Area (AVA) located about 10 miles (16 km) north of Tri-Cities on the plateaus overlooking the Columbia River in Franklin County, Washington.",True,False,0.15,In which county and state is the White Bluffs American Viticultural Area located?,"Franklin County, Washington","White Bluffs is a relatively obscure AVA, and the specific county-level geographic detail is niche local knowledge unlikely to be reliably retained in general LLM training data.",1567,310,122,
f9cab0ee-3809-40f6-acb2-ff50562e12b3,producers,,"Single varietal wines produced in Victoria include the Australian mainstays of Shiraz and Chardonnay as well as Cabernet, Merlot and Sauvignon Blanc with increasing plantings in the late 1990s and 2000s of Viognier.",True,False,0.25,Which of the following grapes has seen increasing plantings in Victoria during the late 1990s and 2000s?,Viognier,"While an LLM might know Viognier is grown in Victoria, the specific claim about *increasing* plantings during the *late 1990s and 2000s* is a precise historical/statistical detail unlikely to be reliably in training data without the source fact.",1816,324,147,
f9a8efe3-0d36-4ea6-bed0-5f805631001b,producers,,Viña Tipaume was founded by French winemaker Yves Pouzet and his wife Valentina Grez in 1996. After scouting Chile for more than 10 years to locate areas where they could build their house and plant some vines.,True,False,0.05,In what year was Viña Tipaume founded?,1996,"Viña Tipaume is a niche Chilean winery with no significant international prominence, making its founding date highly unlikely to be in an LLM's training data as general wine knowledge.",2225,322,112,
fbdaef0d-fb61-4bd2-80b0-9227d8f9f46d,wine_regions,new_zealand,"The Auckland wine region is a New Zealand wine-growing area and geographical indication centred around New Zealand's largest city, Auckland.",True,True,0.85,"Which New Zealand wine region is centered around Auckland, the country's largest city?",The Auckland wine region,"A strong LLM would likely know that Auckland is New Zealand's largest city and could reasonably infer or recall that a major wine region exists there, as wine regions typically develop near major population centers, though the specific name 'Auckland wine region' is somewhat niche knowledge.",1793,287,136,
fba3cd29-3833-4c74-aac8-9c66f130ffe1,grape_varieties,south_america,Malbec rot— but the development of new clones and vineyard management techniques have helped control some of these potential problems.,True,False,0.25,What viticultural challenges associated with Malbec have been addressed through the development of new clones and improved vineyard management techniques?,Malbec rot (and related disease susceptibility issues),"While general knowledge about Malbec exists, the specific claim that rot is a characteristic Malbec problem and that modern clones/techniques have addressed it is a specialized viticultural detail not widely documented in standard wine education.",3279,288,146,
fcf23a27-b4af-4331-8daf-554217988e90,wine_regions,south_america,Red wine production accounts for nearly 60% of all Argentine wine.,True,False,0.15,What percentage of Argentine wine production is red wine?,Nearly 60%,"This is a specific quantitative statistic about Argentine wine production that would require either direct knowledge of this particular fact or access to current industry data, rather than general wine knowledge.",1536,275,107,
fcfb1341-4d1f-458b-9a9e-87ad6c269863,wine_business,global_statistics,"Italy was the world's largest wine exporter by volume in 2023, followed by Spain and France.",True,False,0.15,Which country was the world's largest wine exporter by volume in 2023?,Italy,"While Italy, Spain, and France are all major wine exporters, the specific ranking by volume in 2023 is a precise recent statistic that would not be reliably known by most LLMs trained on data with a cutoff before 2024, and export rankings can shift year to year.",2053,283,139,
fc0fd9c8-9e0a-4c4b-bd41-d5f2342e29de,winemaking,wine_chemistry,"For more accurate ethanol analyses, wineries can send samples to an ISO-accredited wine laboratory.",True,True,0.78,What type of laboratory certification should wineries look for when sending wine samples for accurate ethanol analysis?,ISO-accredited laboratory,"While ISO accreditation is a general quality standard widely known across industries, the specific application to wine ethanol testing is specialized knowledge that a strong LLM could reasonably infer but might not reliably retrieve without domain-specific training.",2392,282,132,
f7926cd8-12b6-4550-acfb-154ce5fdbae9,grape_varieties,south_america,There is also a less common red wine grape called Torrontés.,True,False,0.15,What is Torrontés primarily known as a wine grape?,A less common red wine grape,"Torrontés is actually famous as a white wine grape from Argentina, not red, making this fact contradictory to established wine knowledge and requiring the specific (and likely erroneous) claim from this source.",7303,276,121,
ffaa086b-8a9a-4a5f-b437-b26bfa1341cf,viticulture,south_america,"The small 1,098 hectare winegrowing area is well known for its red wines.",True,False,0.95,What is the size in hectares of this small winegrowing area known for red wines?,"1,098 hectares",The precise hectare measurement is a specific factual detail that cannot be reliably derived from general wine knowledge without being told which region is being referenced.,1881,282,113,
fd091483-e9fc-4a88-b1d6-09eaa1e834fe,viticulture,south_america,"Rains are concentrated mainly in the winter season and the vineyards require drip irrigation for the rest of the year, using water from the Maipo river.",True,False,0.25,Which river provides irrigation water to vineyards in the Maipo Valley during the dry season?,The Maipo river,"While Maipo is a famous Chilean wine region, the specific detail that the Maipo river is used for drip irrigation during dry seasons is local/technical knowledge unlikely to be reliably in general training data.",2507,296,127,
